"fish_id","feed_id","day_feed","prop_pos","ts_feeding","month","tl_mm","weight_g","w_gain","l_gain","year","arcsin_prop","id_month","date","ndate","year_f","nyear","nmonth","doy","new_time"
"T475056_1","d2feed_8",7,0.00768386388583974,2022-07-28 08:00:00,7,310,443,582,87,2022,0.0877702997986145,"d2feed_8_2022",19207,19207,"2022",2022,8,215,240
"T475056_1","d2feed_7",1,0,2022-07-25 08:30:00,7,310,443,582,87,2022,0,"d2feed_7_2022",19198,19198,"2022",2022,7,206,188
"T475056_1","d2feed_4",3,0.022248243559719,2022-07-14 08:30:00,7,310,443,582,87,2022,0.149717148568249,"d2feed_4_2022",19189,19189,"2022",2022,7,197,134
"T475056_1","d2feed_9",1,0.141955835962145,2022-08-04 08:40:00,8,310,443,582,87,2022,0.386307138504419,"d2feed_9_2022",19208,19208,"2022",2022,8,216,245
"T475056_1","d2feed_8",3,0.0115052732502397,2022-07-28 08:00:00,7,310,443,582,87,2022,0.107469390014288,"d2feed_8_2022",19203,19203,"2022",2022,7,211,218
"T475056_1","d2feed_17",3,0.0195348837209302,2022-09-08 10:00:00,9,310,443,582,87,2022,0.140226351945067,"d2feed_17_2022",19245,19245,"2022",2022,9,253,404
"T475056_1","d2feed_15",4,0.0273704789833822,2022-08-30 08:00:00,8,310,443,582,87,2022,0.166204404268075,"d2feed_15_2022",19237,19237,"2022",2022,9,245,372
"T475056_1","d2feed_14",4,0.0106157112526539,2022-08-24 08:30:00,8,310,443,582,87,2022,0.1032157441284,"d2feed_14_2022",19231,19231,"2022",2022,8,239,348
"T475056_1","d2feed_4",2,0.0127118644067797,2022-07-14 08:30:00,7,310,443,582,87,2022,0.112987151610176,"d2feed_4_2022",19188,19188,"2022",2022,7,196,128
"T475058_1","d2feed_4",2,0.189873417721519,2022-07-14 08:30:00,7,305,394,541,103,2022,0.450865458074151,"d2feed_4_2022",19188,19188,"2022",2022,7,196,129
